100 2
0.00000E+00 3.54615E-03 1.00001E+00 3.47885E+02
7.92862E+00 3.54530E-03 1.00001E+00 3.47885E+02
1.58572E+01 3.53850E-03 9.99926E-01 3.47884E+02
2.37859E+01 3.52977E-03 9.99749E-01 3.47880E+02
3.17145E+01 3.51554E-03 9.99352E-01 3.47869E+02
3.96431E+01 3.49945E-03 9.98774E-01 3.47848E+02
4.75717E+01 3.47779E-03 9.97830E-01 3.47807E+02
5.55003E+01 3.45381E-03 9.96590E-01 3.47743E+02
6.34289E+01 3.42506E-03 9.94880E-01 3.47641E+02
7.13576E+01 3.39354E-03 9.92750E-01 3.47497E+02
7.92862E+01 3.35850E-03 9.90112E-01 3.47298E+02
8.72148E+01 3.31943E-03 9.86855E-01 3.47026E+02
9.51434E+01 3.27818E-03 9.83094E-01 3.46683E+02
1.03072E+02 3.23193E-03 9.78508E-01 3.46228E+02
1.11001E+02 3.18463E-03 9.73443E-01 3.45685E+02
1.18929E+02 3.13239E-03 9.67438E-01 3.44995E+02
1.26858E+02 3.07814E-03 9.60765E-01 3.44174E+02
1.34786E+02 3.02189E-03 9.53408E-01 3.43211E+02
1.42715E+02 2.96117E-03 9.44982E-01 3.42041E+02
1.50644E+02 2.89980E-03 9.35975E-01 3.40719E+02
1.58572E+02 2.83570E-03 9.26069E-01 3.39188E+02
1.66501E+02 2.76808E-03 9.15076E-01 3.37401E+02
1.74430E+02 2.69976E-03 9.03426E-01 3.35414E+02
1.82358E+02 2.63004E-03 8.90988E-01 3.33194E+02
1.90287E+02 2.55802E-03 8.77571E-01 3.30695E+02
1.98215E+02 2.48436E-03 8.63264E-01 3.27915E+02
2.06144E+02 2.40971E-03 8.48171E-01 3.24864E+02
2.14073E+02 2.33404E-03 8.32273E-01 3.21523E+02
2.22001E+02 2.25753E-03 8.15591E-01 3.17885E+02
2.29930E+02 2.18012E-03 7.98099E-01 3.13933E+02
2.37859E+02 2.10248E-03 7.79940E-01 3.09685E+02
2.45787E+02 2.02450E-03 7.61083E-01 3.05124E+02
2.53716E+02 1.94667E-03 7.41645E-01 3.00269E+02
2.61644E+02 1.86879E-03 7.21575E-01 2.95097E+02
