500 2 
0.00000E+00 3.54512E-03 1.00000E+00 3.44661E+02 
1.59534E+00 3.54504E-03 1.00000E+00 3.44661E+02 
3.19068E+00 3.54482E-03 9.99999E-01 3.44661E+02 
4.78602E+00 3.54445E-03 9.99998E-01 3.44661E+02 
6.38136E+00 3.54393E-03 9.99995E-01 3.44661E+02 
7.97670E+00 3.54326E-03 9.99990E-01 3.44661E+02 
9.57204E+00 3.54245E-03 9.99983E-01 3.44661E+02 
1.11674E+01 3.54148E-03 9.99973E-01 3.44661E+02 
1.27627E+01 3.54037E-03 9.99960E-01 3.44661E+02 
1.43581E+01 3.53912E-03 9.99943E-01 3.44661E+02 
1.59534E+01 3.53771E-03 9.99921E-01 3.44660E+02 
1.75487E+01 3.53615E-03 9.99895E-01 3.44660E+02 
1.91441E+01 3.53445E-03 9.99864E-01 3.44659E+02 
2.07394E+01 3.53260E-03 9.99827E-01 3.44659E+02 
2.23348E+01 3.53061E-03 9.99784E-01 3.44658E+02 
2.39301E+01 3.52846E-03 9.99734E-01 3.44657E+02 
2.55254E+01 3.52617E-03 9.99678E-01 3.44655E+02 
2.71208E+01 3.52373E-03 9.99613E-01 3.44653E+02 
2.87161E+01 3.52115E-03 9.99541E-01 3.44651E+02 
3.03115E+01 3.51842E-03 9.99461E-01 3.44649E+02 
3.19068E+01 3.51554E-03 9.99371E-01 3.44646E+02 
3.35021E+01 3.51251E-03 9.99272E-01 3.44643E+02 
3.50975E+01 3.50934E-03 9.99163E-01 3.44639E+02 
3.66928E+01 3.50603E-03 9.99044E-01 3.44635E+02 
3.82881E+01 3.50257E-03 9.98914E-01 3.44630E+02 
3.98835E+01 3.49896E-03 9.98773E-01 3.44625E+02 
4.14788E+01 3.49521E-03 9.98621E-01 3.44618E+02 
4.30742E+01 3.49131E-03 9.98456E-01 3.44611E+02 
4.46695E+01 3.48727E-03 9.98279E-01 3.44604E+02 
4.62648E+01 3.48308E-03 9.98088E-01 3.44595E+02 
4.78602E+01 3.47875E-03 9.97885E-01 3.44585E+02 
4.94555E+01 3.47428E-03 9.97667E-01 3.44574E+02 
5.10509E+01 3.46966E-03 9.97435E-01 3.44563E+02 
5.26462E+01 3.46490E-03 9.97188E-01 3.44550E+02 
5.42415E+01 3.45999E-03 9.96926E-01 3.44536E+02 
5.58369E+01 3.45495E-03 9.96648E-01 3.44521E+02 
5.74322E+01 3.44976E-03 9.96354E-01 3.44504E+02 
5.90276E+01 3.44443E-03 9.96044E-01 3.44486E+02 
6.06229E+01 3.43896E-03 9.95717E-01 3.44467E+02 
6.22182E+01 3.43335E-03 9.95372E-01 3.44446E+02 
6.38136E+01 3.42760E-03 9.95009E-01 3.44423E+02 
6.54089E+01 3.42170E-03 9.94629E-01 3.44398E+02 
6.70043E+01 3.41567E-03 9.94229E-01 3.44372E+02 
6.85996E+01 3.40950E-03 9.93811E-01 3.44343E+02 
7.01949E+01 3.40319E-03 9.93373E-01 3.44313E+02 
7.17903E+01 3.39674E-03 9.92915E-01 3.44280E+02 
7.33856E+01 3.39015E-03 9.92437E-01 3.44246E+02 
7.49810E+01 3.38343E-03 9.91938E-01 3.44209E+02 
7.65763E+01 3.37657E-03 9.91418E-01 3.44169E+02 
7.81716E+01 3.36957E-03 9.90876E-01 3.44127E+02 
7.97670E+01 3.36243E-03 9.90313E-01 3.44083E+02 
8.13623E+01 3.35516E-03 9.89727E-01 3.44036E+02 
8.29577E+01 3.34776E-03 9.89119E-01 3.43986E+02 
8.45530E+01 3.34022E-03 9.88488E-01 3.43933E+02 
8.61483E+01 3.33255E-03 9.87833E-01 3.43877E+02 
8.77437E+01 3.32475E-03 9.87154E-01 3.43818E+02 
8.93390E+01 3.31681E-03 9.86451E-01 3.43756E+02 
